n,min_k_for_aggregated_combinations,log_sum_of_combinations_min_k_aggregated_combinations,sum_of_combinations_min_k_aggregated_combinations,min_k,log_combinations_min_k,combinations_min_k,max_k,log_combinations_max_k,combinations_max_k
5491,12,120.22459235288217,1553132525344568325738177699700330803,12,120.22143028261583,1549732128221239406183408828933084220,13,128.9406874527807,653152486963397746652222844132643726260
5492,12,120.22774750774016,1556532922467897245292946570467577387,12,120.22458601491503,1553125702224643580065562278923448638,13,128.94410647462183,654702219091618986058406252961576810480
5493,12,120.23090208767964,1559940142711150910520330862011706137,12,120.22774117208489,1556526086903843675478951577837347814,13,128.94752487329245,656255344793843629638471815240500259118
5494,12,120.23405609291011,1563354198518458145561710146186064461,12,120.23089575433497,1559933294682545996548952931163514938,13,128.95094264901965,657811870880747473313950766818337606932
5495,12,120.2372095236409,1566775102354370294574467361208613985,12,120.23404976187476,1563347338004849580710650438946473570,13,128.95435980203047,659371804175430019310499719749501121870
5496,12,120.24036238008131,1570202866703891008438284283470754401,12,120.23720319491363,1566768229335275947408047923495590580,13,128.95777633255176,660935151513434868891210370188447595440
5497,12,120.24351466244043,1573637504072506069468520643445918223,12,120.24035605366085,1570195981158798884758803908013721316,13,128.9611922408103,662501919742770144838618418111943186020
5498,12,120.24666637092731,1577079026986213254178237378878115131,12,120.24350833832553,1573630605980874274226012374454874188,13,128.9646075270327,664072115723928943723377222019956907336
5499,12,120.24981750575085,1580527447991552234130462383301356075,12,120.24666004911668,1577072116327469953338589766197804476,13,128.96802219144547,665645746329909817997603234394411781524
5500,12,120.25296806711985,1583982779655634514922335000404907675,12,120.24981118624326,1580520524745095616501866565978120375,13,128.971436234275,667222818446237287950941824160609586000
5501,12,120.256118055243,1587445034566173413342803434831694976,12,120.25296174991404,1583975843800832753940019671970420875,13,128.9748496557475,668803338970982383567443690726587706375
5502,12,120.25926747032882,1590914225331514072745587197692969078,12,120.25611174033769,1587438086082364628812019714969263325,13,128.97826245608914,670387314814783216321383710398558127250
5503,12,120.26241631258583,1594390364580663516679154680416674832,12,120.25926115772278,1590907264198006292542805407298462225,13,128.98167463552596,671974752900865580950195730113527390575
5504,12,120.26556458222231,1597873464963320740815503953534887440,12,120.26241000227778,1594383390776734638411434989397439200,13,128.98508619428378,673565660165063587242738535520825852800
5505,12,120.26871227944652,1601363539149906843219572917672335681,12,120.26555827421102,1597866478468218493438002843006172000,13,128.9884971325884,675160043555840321881149970510223292000
5506,12,120.27185940446657,1604860599831595193001142992338499363,12,120.26870597373072,1601356539942848748611147370511828000,13,128.99190745066548,676757910034308540374587973353229464000
5507,12,120.27500595749044,1608364659720341637391138614165170727,12,120.271853101045,1604853587891768527498014298345520800,13,128.9953171487405,678359266574251389123199120723741292000
5508,12,120.27815193872604,1611875731548914747284262929984820655,12,120.27499965636187,1608357635026903393278577648341908400,13,128.99872622703887,679964120162143157650697135022086812800
5509,12,120.28129734838112,1615393828070926101289948211627732911,12,120.27814563988919,1611868694080991594246258734712674800,13,129.00213468578588,681572477797170061043975712670428721200
5510,12,120.28444218666334,1618918962060860608333637688542791023,12,120.28129105183476,1615386777807614347816821685752426000,13,129.00554252520664,683184346491251052638221971405141396000
5511,12,120.28758645378025,1622451146314106868850453691333156047,12,120.28443589240622,1618911898981226163087562158607314000,13,129.00894974552617,684799733269058666986038793090893822000
5512,12,120.2907301499393,1625990393646987574613345224058998095,12,120.28758016181114,1622444070397185201988844112407911776,13,129.01235634696943,686418645168039893149126355249501136000
5513,12,120.29387327534778,1629536716896789947237846335710084415,12,120.29072386025692,1625983304871783679070077729813637088,13,129.01576232976115,688041089238437078351115199361909047776
5514,12,120.29701583021291,1633090128921796215405614941606531743,12,120.29386698795089,1629529615242278299962269829551507616,13,129.01916769412603,689667072543308862030185277091722684864
5515,12,120.30015781474178,1636650642601314130848960053661555871,12,120.29700954510028,1633083014366920738559316392872354080,13,129.02257244028854,691296602158551140330147546921274192480
5516,12,120.30329922914139,1640218270835707523138603714450757663,12,120.30015153191216,1636643515124988152960245135007976945,13,129.02597656847317,692929685172918061068706863314146546560
5517,12,120.30644007361857,1643793026546426893316962293893538382,12,120.30329294859352,1640211130416813740214654388708266813,13,129.02938007890415,694566328688043049221667108449154523505
5518,12,120.30958034838011,1647374922676040046419270199078809952,12,120.30643379535124,1643785873163817329913632930783184939,13,129.03278297180572,696206539818459862961881762837862790318
5519,12,120.31272005363265,1650963972188262762924907467374434966,12,120.30957407239205,1647367756308536016668483774285890263,13,129.03618524740185,697850325691623680291795395768645975257
5520,12,120.3158591895827,1654560188067989509181331160462979670,12,120.31271377992262,1650956792814654831519613368565380220,13,129.0395869059165,699497693447932216308463879542931865520
5521,12,120.31899775643669,1658163583321324186843048952360579121,12,120.31585291814947,1654552995667037452317986096904967180,13,129.04298794757347,701148650240746871139983492911497245740
5522,12,120.32213575440093,1661774170975610921368111807816191063,12,120.31899148727902,1658156377871756953121582436861928996,13,129.04638837259645,702803203236413908592301479008402212920
5523,12,120.3252731836816,1665391964079464889614641178770453131,12,120.32212948751757,1661766952456126592649337651748944628,13,129.04978818120898,704461359614285665545423061445264141916
5524,12,120.3284100444848,1669016975702803186579944705791961635,12,120.32526691907134,1665384732468730641835076412964653506,13,129.05318737363453,706123126566741792138072399097013086544
5525,12,120.33154633701649,1672649218936875731324812998619269765,12,120.32840378214638,1669009730979455250523997312104065050,13,129.0565859500964,707788511299210522779907475509977740050
5526,12,120.33468206148254,1676288706894296212125628685134474481,12,120.33154007694868,1672641961079519353354299808974802950,13,129.05998391081778,709457521030189978030431472822081805100
5527,12,120.33781721808867,1679935452709073070896957561294146013,12,120.33467580368409,1676281435881505614866584776827513310,13,129.06338125602176,711130162991269497383785772631056608050
5528,12,120.34095180704054,1683589469536640526927330345760778717,12,120.33781096255838,1679928168519391413883698449293417980,13,129.06677798593125,712806444427151002998652357407884121360
5529,12,120.34408582854365,1687250770553889639970962242228139455,12,120.34094555377715,1683582172148579867203728244724181260,13,129.07017410076915,714486372595670394412536055857177539340
5530,12,120.34721928280344,1690919368959199412738196239732097651,12,120.34407957754595,1687243459945930892648897642864212100,13,129.07356960075813,716169954767818974279739784101901720600
5531,12,120.35035217002519,1694595277972467932827494836599983203,12,120.34721303407018,1690912045109792311513146016068482900,13,129.07696448612077,717857198227764905172388681744765932700
5532,12,120.35348449041409,1698278510835143554141843657131483507,12,120.35034592355514,1694587940860030990451218072625153515,13,129.08035875707958,719548110272874697483901827760834415600
5533,12,120.35661624417521,1701969080810256117832469241637813500,12,120.35347824620602,1698271160438064022852126353166994095,13,129.08375241385687,721242698213734728474353045833459569115
5534,12,120.35974743151354,1705667001182448212812812130108632906,12,120.35661000222791,1701961717106889949739889032674057465,13,129.08714545667488,722940969374172792497205172186626563210
5535,12,120.3628780526339,1709372285258006475885735227543208348,12,120.35974119182576,1705659624151120020244484120197520925,13,129.09053788575574,724642931091279682446945061219300620675
5536,12,120.36600810774107,1713084946364892931526986334888895772,12,120.36287181520444,1709364894877009491686000016186364200,13,129.0939297013214,726348590715430802467189545339498141600
5537,12,120.36913759703965,1716804997852776371367972653591427345,12,120.36600187256867,1713077542612488969315001283189845896,13,129.09732090359375,728057955610307811958875545355684505800
5538,12,120.37226652073419,1720532453093063773420944023993008795,12,120.36913136412312,1716797580707195785752167409754861848,13,129.10071149279452,729771033152920300928190546638874351696
5539,12,120.37539487902907,1724267325478931761089720638231155743,12,120.37226029007228,1720525022532505420170301299553497336,13,129.10410146914535,731487830733627496713942714048629213544
5540,12,120.37852267212861,1728009628425358102009139976908814151,12,120.37538865062056,1724259881481562957261843198177708980,13,129.10749083286774,733208355756160002134113015348182710880
5541,12,120.381649900237,1731759375369153246756436755639919323,12,120.3785164459723,1728002170969314586035064778640384420,13,129.11087958418307,734932615637641565091374858546360419860
5542,12,120.3847765635583,1735516579768991907477808732639454227,12,120.38164367633163,1731751904432539138482157143440327388,13,129.11426772331262,736660617808610879677409923325000804280
5543,12,120.3879026622965,1739281255105444676473460321838581067,12,120.3847703419027,1735509095329879668162465566098306764,13,129.11765525047753,738392369713043418815892080468441131668
5544,12,120.39102819665544,1743053414881009684784455077578855371,12,120.38789644288941,1739273757141875068744162888367500488,13,129.1210421658988,740127878808373298484054546034539438432
5545,12,120.39415316683889,1746833072620144300824747266790210255,12,120.39102197949566,1743045903370991732547692610879774120,13,129.12442846979738,741867152565515173552798708922906938920
5546,12,120.39727757305046,1750620241869296869101801922700646391,12,120.39414695192518,1746825547541655249134351864824580280,13,129.12781416239403,743610198468886165285346401533786713040
5547,12,120.40040141549368,1754414936196938489069251980576712503,12,120.39727136038162,1750612703200282143983423630385175576,13,129.13119924390944,745357024016427820534480753398611293320
5548,12,120.40352469437198,1758217169193594834155080330768249431,12,120.40039520506849,1754407383915311657301306774092657893,13,129.13458371456412,747107636719628102678464177028996468896
5549,12,120.40664740988865,1762026954471878011008853887443840970,12,120.40351848618923,1758209603277237563006131712017366561,13,129.13796757457854,748862044103543414335765483803089126789
5550,12,120.40976956224691,1765844305666518459011576062870315380,12,120.40664120394713,1762019374898640027931388768814803975,13,129.14135082417297,750620253706820651898771615515106493350
5551,12,120.41289115164982,1769669236434396890091763356925826786,12,120.40976335854539,1765836712414217511292135594094778275,13,129.14473346356763,752382273081719291926703004283921297325
5552,12,120.41601217830038,1773501760454576268891391119756875298,12,120.4128849501871,1769661629480818704457389317403286820,13,129.14811549298255,754148109794133509437995139878016075600
5553,12,120.41913264240142,1777341891428333833325392922110463777,12,120.41600597907524,1773494139777474511072348471312119060,13,129.15149691263775,755917771423614328142452529195419362420
5554,12,120.42225254415574,1781189643079193155578437372908808495,12,120.41912644541267,1777334257005430067574129088716620220,13,129.15487772275299,757691265563391802653524877666731481480
5555,12,120.42537188376596,1785045029152956243582745657100996771,12,120.42224634940214,1781181994888176804144738785462894700,13,129.15825792354804,759468599820397232721099006755448101700
5556,12,120.42849066143464,1788908063417735683020752528739098843,12,120.42536569124633,1785037367171484546145052072877316550,13,129.16163751524246,761249781815285409525243745540910996400
5557,12,120.43160887736418,1792778759663986819896452984600881137,12,120.42848447114774,1788900387623433656073589606668935630,13,129.16501649805573,763034819182456894071388797613788312950
5558,12,120.43472653175691,1796657131704539983719316362532826645,12,120.43160268930883,1792771070034447216093943569034609490,13,129.16839487220722,764823719570080327727462387220457248580
5559,12,120.43784362481506,1800543193374632751344689156031043801,12,120.4347203459319,1796649428217323251174730899632845530,13,129.17177263791615,766616490640114774943556330789491858070
5560,12,120.4409601567407,1804436958531942251514647412429242073,12,120.43783744121916,1800535476007266992885995638420804100,13,129.17514979540167,768413140068332098194731061689124703600
5561,12,120.44407612773583,1808338441056617510143299186437680047,12,120.44095397537274,1804429227261923183896021219185094900,13,129.17852634488275,770213675544339365187617057327545507700
5562,12,120.44719153800234,1812247654851311836390577153690265195,12,120.44406994859459,1808330695861408423212553156956305916,13,129.18190228657832,772018104771601288371513078546730602600
5563,12,120.450306387742,1816164613841215249568601150424224475,12,120.44718536108661,1812239895708343552212472205395051308,13,129.1852776207071,773826435467462696794725631703686908516
5564,12,120.45342067715649,1820089331974086946924730095453397643,12,120.4503002130506,1816156840727886081503997721689132831,13,129.18865234748776,775638675363171040346938103909081959824
5565,12,120.45653440644733,1824021823220287812345462469217662456,12,120.45341450468818,1820081544867762658665540666522604755,13,129.19202646713882,777454832203898926428442101630771092655
5566,12,120.459647575816,1827962101572812966025384271912720158,12,120.45652823620095,1824014022098301576905365385283546645,13,129.19539997987872,779274913748766689087107642297293697410
5567,12,120.46276018546382,1831910181047324355145403158541893672,12,120.45964140779033,1827954286412465324686259063883619113,13,129.19877288592568,781098927770864990664013007682577244055
5568,12,120.46587223559203,1835866075682183385604547253200168232,12,120.46275401965767,1831902351825883176359447528384447664,13,129.20214518549795,782926882057277455988699266746460863168
5569,12,120.46898372640175,1839829799538483594849646978015888801,12,120.46586607200419,1835858232376883823852035862078997488,13,129.20551687881357,784758784409103339165058714274845310832
5570,12,120.47209465809398,1843801366700083365847258093952780115,12,120.46897756503101,1839821942126528049452292146775821520,13,129.2088879660905,786594642641480222988910750136924308320
5571,12,120.47520503086963,1847780791273638682242224041129738711,12,120.47208849893917,1843793495158641439737132496795844880,13,129.2122584475465,788434464583606751038363042283700129840
5572,12,120.4783148449295,1851768087388635924747315585463632543,12,120.47519887392956,1847772905579847140686205444630656056,13,129.21562832339933,790278258078765392478100174780495974720
5573,12,120.48142410047429,1855763269197424708808425726296609031,12,120.47830869020297,1851760187519598654027013656343579608,13,129.21899759386656,792126030984345239618786380225126630776
5574,12,120.48453279770456,1859766350875250763589837796249638455,12,120.48141794796008,1855755355130212674855550902635583016,13,129.22236625916568,793977791171864838272813393881470210384
5575,12,120.48764093682078,1863777346620288852324124689863693895,12,120.48452664740151,1859758422586901970576972188062803400,13,129.22573431951403,795833546526995050947668944784105793400
5576,12,120.49074851802334,1867796270653675734071277191664584391,12,120.48763478872769,1863769404087808301210854946196655600,13,129.22910177512884,797693304949581952918245916972168596800
5577,12,120.49385554151246,1871823137219543166931699437132513183,12,120.490742372139,1867788313854035381105649242576594480,13,129.23246862622725,799557074353669761219456771918365252400
5578,12,120.49696200748832,1875857960585050952757749631688431887,12,120.4938493978357,1871815166129681882106954990135149840,13,129.23583487302622,801424862667523796600562421160941846880
5579,12,120.50006791615094,1879900755040420023408544273241713935,12,120.49695586601796,1875849975181874478224304273390336080,13,129.23920051574268,803296677833653478482669376151076996720
5580,12,120.50317326770026,1883951534898965568592784273093091791,12,120.50006177688577,1879892755300800931841166998117470425,13,129.2425655545934,805172527808835352960893680424467332800
5581,12,120.50627806233612,1888010314497130205344401548068713158,12,120.5031671306391,1883943520799743221512938232446328325,13,129.24592998979503,807052420564136153892734847422584803225
5582,12,120.50938230025821,1892077108194517189175864863691097992,12,120.50627192747778,1888002286015110711397705783395943395,13,129.2492938215641,808936364084935897114247785655031131550
5583,12,120.51248598166616,1896151930373923666954023943986252590,12,120.50937616760152,1892069065306473362364636759773748335,13,129.252657050117,810824366370951007825645491438427074945
5584,12,120.51558910675946,1900234795441373971543411128198756846,12,120.5124798512099,1896143873056594984824862108143684620,13,129.25601967567007,812716435436257481188010128198200823280
5585,12,120.51869167573751,1904325717826152958261960148253829073,12,120.51558297850248,1900226723671466533329778373224919900,13,129.25938169843948,814612579309314076172834990306344507900
5586,12,120.52179368879962,1908424711980839383194141923282738247,12,120.51868554967862,1904317631580339442981726227634446100,13,129.26274311864134,816512806032985542706164768679569427800
5587,12,120.52489514614493,1912531792381339323406557618931030395,12,120.52178756493763,1908416611235759007702045638348636836,13,129.26610393649156,818417123664565882149146494907203873900
5588,12,120.52799604797255,1916646973526919639111069599513423955,12,120.52488902447865,1912523677113597800401547888646374218,13,129.26946415220598,820325540275801641156848540545552510736
5589,12,120.53109639448142,1920770269940241477820591310380473693,12,120.52798992850082,1916638843713089135098485054625172226,13,129.27282376600036,822238063952915238957250088434198884954
5590,12,120.53419618587043,1924901696167393820542697566135775161,12,120.53109027720306,1920762125556860571029137944667392030,13,129.2761827780903,824154702796628328092348573488824057180
5591,12,120.53729542233832,1929041266777927070056257187604158293,12,120.53419007078425,1924893537190967458796183948491734870,13,129.27954118869124,826075464922185188663377711433491449210
5592,12,120.54039410408372,1933188996364886681316330426716581717,12,120.53728930944312,1929033093184926528600046709671286988,13,129.2828989980186,828000358459376156122173895381983184080
5593,12,120.5434922313052,1937344899544846834032614143761876447,12,120.54038799337836,1933180808131749520598470031749060764,13,129.28625620628762,829929391552561082650773942091654471068
5594,12,120.54658980420118,1941508990957944147466758255774692131,12,120.5434861227885,1937336696647976857439598953350814388,13,129.28961281371346,831862572360692832171372412123403531832
5595,12,120.54968682296997,1945681285267911437493917558198569875,12,120.54658369787194,1941500773373711359013891481998532420,13,129.29296882051116,833799909057340809028812011076754346220
5596,12,120.55278328780983,1949861797162111515973943634398607331,12,120.54968071882703,1945673052972651999470225059681910355,13,129.2963242268956,835741409830714520387825902558752878640
5597,12,120.55587919891883,1954050541351571032477662209115304308,12,120.55277718585201,1949853550132127706541602445665112311,13,129.2996790330816,837687082883687172387296127618434788995
5598,12,120.55897455649502,1958247532571014358413721972565496306,12,120.55587309914497,1954042279563131203225902343507572273,13,129.30303323928385,839636936433819300093837730064099901306
5599,12,120.56206936073627,1962452785578897513601541601623420340,12,120.55896845890395,1958239256000352891867160769876301621,13,129.30638684571687,841590978713382431297063632407607473579
5600,12,120.5651636118404,1966666315157442135335922433370539060,12,120.56206326532681,1962444494202214780682909862438670200,13,129.3097398525952,843549217969382784188930793177483775200
5601,12,120.5682573100051,1970888136112669489988935004302407921,12,120.56515751861137,1966658008950904452783141552964571800,13,129.31309226013306,845511662463584998969613703039922445400
5602,12,120.57135045542792,1975118263274434527194728455640244043,12,120.56825121895533,1970879815052409077726504289750900040,13,129.3164440685448,847478320472535903422396844592887017200
5603,12,120.57444304830636,1979356711496459976662952621529588047,12,120.57134436655626,1975109927336549465659381780624985320,13,129.31979527804444,849449200287588312500123348882637917240
5604,12,120.57753508883782,1983603495656370487666523462434190775,12,120.57443696161164,1979348360657014164083543544102721340,13,129.32314588884597,851424310214924861965782730663262902560
5605,12,120.58062657721952,1987858630655726811249503380765660211,12,120.57752900431885,1983595129891393597298097901787189900,13,129.32649590116333,853403658575581876129866274207365623900
5606,12,120.58371751364865,1992122131420060025200908859744130523,12,120.58062049487515,1987850249941214248561518919810330100,13,129.32984531521024,855387253705473269727164372109152813800
5607,12,120.58680789832225,1996394012898905801840298799677930947,12,120.5837114334777,1992113735731972885019559711059253060,13,129.33319413120037,857375103955414483975725891028963143900
5608,12,120.58989773143728,2000674290065838718661037888296608835,12,120.58680182032357,1996385602213170825444905443105841880,13,129.33654234934724,859367217691146456860745450740022396960
5609,12,120.59298701319058,2004962977918506611877170333487375791,12,120.5898916556097,2000665864358348250834460359188970360,13,129.33988996986426,861363603293359627686190356183128238840
5610,12,120.59607574377888,2009260091478664972919880307785781223,12,120.59298093953295,2004954537165118557910204111298700200,13,129.34323699296476,863364269157717975937024816542317209200
5611,12,120.59916392339885,2013565645792211387929556504272862247,12,120.59606967229004,2009251635655202755569593725396857800,13,129.34658341886194,865369223694883094494935020653615909400
5612,12,120.60225155224697,2017879655929220020289519283148866695,12,120.5991578540776,2013557174874463904331528569094136781,13,129.34992924776884,867378475330538297250504614379012767200
5613,12,120.6053386305197,2022202136983976136247509997203596610,12,120.60224548509218,2017871169892941598823936771706014953,13,129.35327447989846,869392032505412761154836142948106903981
5614,12,120.60842515841333,2026533104075010673671083222701178268,12,120.6053325655302,2022193635804886493359082655544014271,13,129.35661911546362,871409903675305702753660079719812918934
5615,12,120.6115111361241,2030872572345134853983083789858342266,12,120.60841909558798,2026524587728794870642735875580874555,13,129.35996315467708,873432097311110589247019162375356933205
5616,12,120.6145965638481,2035220556961474837323431704135809978,12,120.61150507546172,2030864040807443253663384132273767220,13,129.36330659775146,875458621898839384117661898250937807760
5617,12,120.61768144178133,2039577073115506420983479275997852737,12,120.61459050534755,2035212010207923060807712519354460388,13,129.36664944489925,877489485939646827371325282383211574980
5618,12,120.6207657701197,2043942136023089781159246032641245087,12,120.61767538544144,2039568511121675304248613794815083564,13,129.36999169633285,879524697949854750432132994902566035368
5619,12,120.62384954905902,2048315760924504258069878270467406611,12,120.62075971593933,2043933558764525331652035119148556188,13,129.37333335226455,881564266460976425736381608697381118932
5620,12,120.62693277879495,2052697963084483184487721421786257035,12,120.623843497037,2048307168376717611249008090159573070,13,129.37667441290654,883608200019740951068033643816529675120
5621,12,120.6300154595231,2057088757792248757726434753412941001,12,120.62692672893013,2052689355222950560319250218361019830,13,129.38001487847083,885656507188117668679282651906689248190
5622,12,120.63309759143891,2061488160361546955133619288464862173,12,120.63000941181433,2057080134592411417132767331127567466,13,129.3833547491694,887709196543340619239601902125050268020
5623,12,120.6361791747378,2065896186130682493134471245802156881,12,120.63309154588505,2061479521798811156395927767408717138,13,129.38669402521404,889766276677933030656734669456177835486
5624,12,120.63926020961505,2070312850462553829873014724195596625,12,120.63617313133769,2065887532180419448248520627923489876,13,129.3900327068165,891827756199731841813130597223586552624
5625,12,120.64234069626578,2074738168744688211497508820467703375,12,120.6392541683675,2070304181100099660858351778384042500,13,129.39337079418834,893893643731912261261379117851510042500
5626,12,120.64542063488507,2079172156389276762136665862551364251,12,120.64233465716968,2074729483945343906659972765441507500,13,129.39670828754112,895963947913012360922237469629894085000
5627,12,120.6485000256679,2083614828833209617613358959661221003,12,120.64541459793928,2079163456128308132284179296730073500,13,129.40004518708614,898038677396957704828897442395335592500
5628,12,120.65157886880911,2088066201538111102942538622592368507,12,120.64849399087124,2083606113085847252224957457620522375,13,129.40338149303471,900117840853086012961181621692065666000
5629,12,120.65465716450345,2092526289990374953660119787564214640,12,120.65157283616045,2088057470279550326290597388097902875,13,129.40671720559797,902201446966171860213406579149686188375
5630,12,120.65773491294557,2096995109701199581029642187030526406,12,120.65465113400164,2092517543195775780885735723565538125,13,129.41005232498696,904289504436451410539697176537784091250
5631,12,120.66081211433001,2101472676206623381173548650495514688,12,120.65772888458947,2096986347345686674171129713364930625,13,129.41338685141258,906382021979647186320582912261349629375
5632,12,120.66388876885124,2105959005067560088175967587626098752,12,120.66080608811848,2101463898265286005148007570404144000,13,129.4167207850857,908479008326992872994754041974714560000
5633,12,120.66696487670355,2110454111869834171203927604848053505,12,120.66388274478311,2105950211515452066713881274521712000,13,129.42005412621694,910580472225258158999902049545118704000
5634,12,120.6700404380812,2114958012224216275693973935174395011,12,120.6669588547777,2110445302681973842736749751094864000,13,129.42338687501694,912686422436773611066615930819640416000
5635,12,120.67311545317831,2119470721766458708651198119253926023,12,120.67003441829648,2114949187375586449194662074945680000,13,129.4267190316962,914796867739455584909352680570735280000
5636,12,120.67618992218891,2123992256157330968107734163562172047,12,120.67310943553358,2119461881232006619427652107822520000,13,129.43005059646504,916911816926831171358547342645680960000
5637,12,120.67926384530692,2128522631082655316787816219301824095,12,120.67618390668304,2123983399911968233549097765652541376,13,129.4333815695337,919031278808063177977974994753503480000
5638,12,120.68233722272616,2133061862253342400026534672951106815,12,120.67925783193876,2128513759101257892063599929390157888,13,129.43671195111236,921155262207975146211524092519156021376
5639,12,120.68541005464036,2137609965405426907989469416512055743,12,120.68233121149457,2133052974510750533738517860641745216,13,129.44004174141102,923283775967076404103587692448546179264
5640,12,120.68848234124312,2142166956300103282240420972382366271,12,120.68540404554419,2137601061876445097776339860344606080,13,129.44337094063962,925416828941587154637326210309187924480
5641,12,120.69155408272793,2146732850723761466704502084420126463,12,120.68847633428123,2142158036959500230335109815634024320,13,129.44669954900797,927554430003463599735102550169532530560
5642,12,120.69462527928825,2151307664488022703073894353206228607,12,120.69154807789921,2146723915546270035444172216662018688,13,129.4500275667257,929696588040423099965437659985166554880
5643,12,120.69769593111732,2155891413429775370703616489750438527,12,120.69461927659154,2151298713448339870362540191551016064,13,129.45335499400247,931843311955969370000881832201828573568
5644,12,120.70076603840839,2160484113411210871044692787949860991,12,120.6976899305515,2155882446502562185427233103890968513,13,129.45668183104772,933994610669417709871244372393379589632
5645,12,120.70383560135453,2165085780319859556662152472008753470,12,120.70076003997232,2160475130571092408438972283235312845,13,129.46000807807079,936150493115920272056671605497270558145
5646,12,120.70690462014876,2169696430068626704885332660782194096,12,120.70382960504708,2165076781541424873632665514935494555,13,129.4633337352809,938310968246491364465110577780505870990
5647,12,120.70997309498395,2174316078595828536137999806628893638,12,120.70689862596879,2169687415326428795280153001391435271,13,129.46665880288728,940476045028032789338743243295441365545
5648,12,120.7130410260529,2178944741865228276995846611866352006,12,120.70996710293034,2174307047864384285972729622402204828,13,129.46998328109888,942645732443359218134023396296832800816
5649,12,120.7161084135483,2183582435866072268018963601330499185,12,120.71303503612451,2178935695119018419631000467793162156,13,129.47330717012463,944820039491223602419996125919235005644
5650,12,120.71917525766274,2188229176613126116406926734867836215,12,120.716102425744,2183573373079541339289668790888855300,13,129.47663047017332,946998975186342620839627126387028167800
5651,12,120.72224155858869,2192884980146710893524184678846817131,12,120.71916927198139,2188220097760682409704897736710927700,13,129.47995318145368,949182548559422162178916795177917023100
5652,12,120.72530731651854,2197549862532739377343471620982706563,12,120.72223557502917,2192875885202726414831929434023078610,13,129.48327530417424,951370768657182844588621692914627950800
5653,12,120.72837253164457,2202223839862752339855013807942334517,12,120.72530133507972,2197540751471549800220687305536689130,13,129.4865968385435,953563644542385571003453622348651029410
5654,12,120.73143720415895,2206906928253954879489340310347979905,12,120.72836655232533,2202214712658656960377129745746976310,13,129.4899177847698,955761185293857120803674309654187718540
5655,12,120.73450133425376,2211599143849252798601550874948983501,12,120.73143122695816,2206897784881216571138165641006406350,13,129.49323814306143,957963400006515777764051439399934694850
5656,12,120.73756492212097,2216300502817289026064936108891560653,12,120.7344953591703,2211589984282097967107984561575519900,13,129.49655791362648,960170297791396994335189605040941101200
5657,12,120.74062796795246,2221011021352480085021887656207601407,12,120.73755894915371,2216291327029907564203696840537239340,13,129.49987709667298,962381887775679092302297589602516621100
5658,12,120.74369047193998,2225730715675052605840078471877963475,12,120.74062199710026,2221001829319025327358221169635086820,13,129.50319569240887,964598179102708999866501286443053860440
5659,12,120.74675243427522,2230459602031079884321935774120840131,12,120.74368450320175,2225721507369641283428399787314495540,13,129.50651370104194,966819180932028025193859507612688947260
5660,12,120.74981385514972,2235197696692518485215471760927184723,12,120.74674646764981,2230450377427792079356363809525503675,13,129.5098311227799,969044902439397666477287907400003442800
5661,12,120.75287473475498,2239945015957244891074579712328865772,12,120.74980789063602,2235188455765397585632213759200544575,13,129.5131479578303,971275352816825458556644271209528946475
5662,12,120.75593507328233,2244701576149092196516945665457186970,12,120.75286877235186,2239935758680297545106122885768758121,13,129.51646420640068,973510541272590856142276484968729491050
5663,12,120.75899487092303,2249467393617886847927768445145615820,12,120.75592911298868,2244692302496288267198013431624221773,13,129.51977986869835,975750477031271153687382607854498249171
5664,12,120.76205412786827,2254242484739485428657523458667009868,12,120.75898891273773,2249458103563159367552998598145716936,13,129.5230949449306,977995169333767441954580621286122470944
5665,12,120.76511284430909,2259026865915811489762048319188302801,12,120.7620481717902,2254233178256730553190825589686093480,13,129.52640943530452,980244627437330601322133619884268187880
5666,12,120.76817102043643,2263820553574892426333271048690512123,12,120.76510689033712,2259017542978888453197597769925964920,13,129.5297233400272,982498860615587331875324445473954281360
5667,12,120.77122865644117,2268623564170896399468944327455059327,12,120.76816506856946,2263811214157623495008096651135356888,13,129.53303665930557,984757878158566220328522043243880246280
5668,12,120.77428575251406,2273435914184169303929792003774761767,12,120.77122270667807,2268614208247066826327067153224045764,13,129.5363493933464,987021689372723843823530139895015603168
5669,12,120.77734230884575,2278257620121271781532516854325477771,12,120.77427980485373,2273426541727527282737872316002671988,13,129.5396615423564,989290303580970910649857207048239648932
5670,12,120.78039832562679,2283088698515016280327161392648283555,12,120.77733636328708,2278248231105528401046966424838308620,13,129.54297310654223,991563730122698437932595079364242320920
5671,12,120.78345380304765,2287929165924504159607356360458258491,12,120.78039238216866,2283079292913845478412678316886030780,13,129.54628408611032,993841978353803966333642045789080629540
5672,12,120.78650874129865,2292779038935162840802034404030486203,12,120.78344786168893,2287919743711542677306839472328191976,13,129.54959448126706,996125057646717811812054724105966660320
5673,12,120.78956314057007,2297638334158783004297229335732780431,12,120.78650280203824,2292769600084010176357834362571600968,13,129.55290429221876,998412977390429354489361563578294852296
5674,12,120.79261700105204,2302507068233555832236624308893959895,12,120.78955720340684,2297628878643001367123693425155645336,13,129.5562135191715,1000705746990513364665719397940866453264
5675,12,120.79567032293461,2307385257824110297349555192632274455,12,120.79261106598491,2302497596026670096843891963227668600,13,129.5595221623314,1003003375869156366032843091366022098600
