n,min_k_for_aggregated_combinations,log_sum_of_combinations_min_k_aggregated_combinations,sum_of_combinations_min_k_aggregated_combinations,min_k,log_combinations_min_k,combinations_min_k,max_k,log_combinations_max_k,combinations_max_k
259,29,127.5283069376834,245383685215642395944251944211743553671,29,127.33590245193518,214746533955473443865952868717560106560,30,130.27450190727103,1646390093658629736305638660167960816960
260,29,127.69804478412058,276020836475811348022551019705927000783,29,127.50652122354758,241706055534299114307998899855262457600,30,130.4513796693551,1861136627614103180171591528885520923520
261,29,127.86709689112163,310335617417323581737103139556591543967,29,127.67644622498989,271919312476086503596498762337170264800,30,130.62753662450893,2102842683148402294479590428740783381120
262,28,125.01529280847603,42988575282446222357181011487005915935,29,127.84568308187306,305763347076114437520526505289006907200,30,130.80297863091883,2374761995624488798076089191077953645920
263,28,125.17687849683756,48083402422980826389168567190331488671,28,124.99570140014453,42408747920522364338407995196203958560,29,128.01423735158195,343657095218026055845719961072687250400
264,28,125.3378205039585,53758056925439288439929139184459018783,28,125.15745247014114,47440294283974170276863181066940021440,29,128.1821145243754,386065843138548420184127956268891208960
265,28,125.4981239358695,60075819566904406602995097301978016127,28,125.31855777069345,53045054790097700942484147606494116800,29,128.34932002446413,433506137422522590460991137335831230400
266,28,125.65779383812202,67106584343711112263506046997461915455,28,125.47902244288669,59285649471285665759246988501375777600,29,128.51585921106707,486551192212620291403475284942325347200
267,28,125.8168351967388,74927519216136558767765105493548053311,28,125.63885156659349,66231248572524153797987221463880052800,29,128.68173737944667,545836841683905957162722273443701124800
268,28,125.97525293914589,83623789859748963737542989523216053823,28,125.79805016144275,73958227572651971741085730634666058960,29,128.8469597619237,612068090256430110960709494907581177600
269,28,126.13305193508651,93289352146845955734000248411766048687,28,125.95662318776941,82550884718022325304365400583921866640,29,129.0115315288718,686026317829082082701795225542247236560
270,28,126.29023699751708,104027819575669586163635096239610230735,28,126.11457554754564,92102226751512511703217595692805388400,29,129.17545778969267,768577202547104408006160626126169103200
271,28,126.44681288348606,115953412399826660624052596786415073071,28,126.27191208529374,102714829010946052146386701369342634800,29,129.33874359377194,860679429298616919709378221818974491600
272,28,126.60278429499577,129191995788707269101718492203487511343,28,126.42863758898119,114501776602366090917283535952709822400,29,129.50139393141652,963394258309562971855764923188317126400
273,28,126.75815587984783,143882214975048447286153448454265200287,28,126.58475679089847,127587693928350787022115940061590944960,29,129.66341373477348,1077896034911929062773048459141026948800
274,28,126.91293223247224,160176736021746107550190956846939455615,28,126.74027436851976,142109870473041120504307998279983410240,29,129.82480787873143,1205483728840279849795164399202617893760
275,28,127.0671178947409,178243601570451094596073915413895500991,28,126.8951949453471,158219491417353474245687042619414728000,29,129.9855811818042,1347593599313320970299472397482601304000
276,28,127.22071735676558,198267711723548714946460788208376273983,28,127.0495230917384,176082982383828866499232353882897036000,29,130.1457384069977,1505813090730674444545159440102016032000
277,28,127.37373505768079,220452441063268563393689222533855511967,28,127.2032633257195,195883478394861831406776554319528028000,29,130.30528426266002,1681896073114503311044391793984913068000
278,28,127.52617538641208,245021403731675295380601890748182995935,28,127.35642011378093,217822427975086356524335528403315167136,29,130.46422340331543,1877779551509365142451168348304441096000
279,28,127.6780426824297,272220379488264234236868253093050824735,28,127.50899787165935,242121344243223479961313196910457894944,29,130.62256043048254,2095601979484451498975503876707756263136
280,28,127.82934123648845,302319414733304988512423309275643754527,28,127.66100096510439,269023715825803866623681329900508772160,29,130.78029989347672,2337723323727674978936817073618214158080
281,28,127.98007529135351,335615113640806110401165288650778736895,28,127.81243371063101,298797091490319709570175706332185632320,29,130.93744629019776,2606747039553478845560498403518722930240
282,27,124.93628969037202,40697782246921810055818063151748422911,28,127.96330037625764,331735353544370701176336807817623418560,29,131.09400406790223,2905544131043798555130674109850908562560
283,27,125.08029346825138,44969721751716641158940319954895058687,27,124.92096010428827,40267630843835683764112942174430881873,28,128.11360518223066,368161196286497680129032614166225205696
284,27,125.22376690643573,49671812659597598553767697735359235502,27,125.06508267459907,44498082333265891786023640379526733276,28,128.26335230173535,408428827130333363893145556340656087569
285,27,125.3667138958481,54845542985929305321511755091191737729,27,125.20867352822792,49154858391398368833398207395988833270,28,128.41254586159357,452926909463599255679169196720182820845
286,27,125.50913828476664,60536227580460241809625302786394642189,27,125.35173657731976,54279110038378121568926205850396935580,28,128.56118994294872,502081767854997624512567404116171654115
287,27,125.65104387944521,66793345122542362050324399722392348799,27,125.49427569096699,59915786850055849578007004150245848121,28,128.70928858193784,556360877893375746081493609966568589695
288,27,125.79243444472263,73670903395028874522641795294538849478,27,125.63629469583941,66113971696613351258490487338202315168,28,128.8568457703517,616276664743431595659500614116814437816
289,27,125.93331370462104,81227835093444397786793103250875383789,27,125.77779737680264,72927243589012437075205155880688813296,28,129.00386545628248,682390636440044946917991101455016752984
290,27,126.07368534293344,89528426597876358498381050621061954283,27,125.91878747752527,80414070877618276622849791655512379680,28,129.15035154475999,755317880029057383993196257335705566280
291,27,126.2135530038007,98642782318134440373912309586611528887,27,126.05926870107511,88638237217374691277459429438462509420,28,129.29630789837594,835731950906675660616046048991217945960
292,27,126.35292029227827,108647327418894189470365189734760548355,27,126.19924471050456,97669302896126074917049635456720953776,28,129.4417383378975,924370188124050351893505478429680455380
293,27,126.49179077489288,119625351941662304023680744012800142935,27,126.33871912942561,107583104317913308085321590935410674648,28,129.5866466428692,1022039491020176426810555113886401409156
294,27,126.6301679801893,131667599565411299962039897090189611223,27,126.47769554257442,118462294642196676318668718108654450736,28,129.7310365522044,1129622595338089734895876704821812083804
295,27,126.76805539926742,144872904488625923605411076071724771711,27,126.61617749636586,130396928803910520574653999410645757340,28,129.87491176476604,1248084889980286411214545422930466534540
296,27,126.90545648631,159348880173341326636168152732803786083,27,126.75416849943818,143485096379024215948318155485320238560,28,130.0182759399372,1378481818784196931789199422341112291880
297,27,127.04237465910096,175212663967658437324018149980287333607,27,126.89167202318812,157833606016926637543149971033852262416,28,130.16113269818135,1521966915163221147737517577826432530440
298,27,127.17881329953485,192591721918390237104886328926722404799,27,127.02869150229641,173558725435587225047449045638701011808,28,130.30348562159267,1679800521180147785280667548860284792856
299,27,127.31477575411725,211624718401193249162323612214743797791,27,127.16523033524417,190786981269266839298482590610189715186,28,130.4453382544369,1853359246615735010328116594498985804664
300,27,127.45026533445659,232462455533119659026164633819297880397,27,127.3012918848202,209656023372820702525805044626582104600,28,130.58669410368245,2044146227885001849626599185109175519850
301,27,127.58528531774743,255268887693418615526524223012013656195,27,127.43687947861937,230315558522697195110464665812413187900,28,130.7275566395223,2253802251257822552152404229735757624450
302,27,127.71983894724542,280222216864140035942583780211614124491,27,127.57199640953243,252928358814016556084946651183086482712,28,130.86792929588685,2484117809780519747262868895548170812350
303,27,127.85392943273405,307516074914263515800220909240141766271,27,127.70664593622722,277671350437126871354126214885779725586,28,131.00781547094778,2737046168594536303347815546731257295062
304,27,127.9875599509835,337360799391400160246315603594503806957,27,127.84083128362161,304736788927388335348932741246487496672,28,131.1472185276132,3014717519031663174701941761617037020648
305,26,124.74529348454077,35651282435075861829221897308783834923,27,127.97455564334835,334333527420336123314476568633736282320,28,131.28614179401427,3319454307959051510050874502863524517320
306,26,124.87287791865884,38947707377861131079623481523980287687,26,124.73342665943032,35359237116574719032567913595134781932,27,128.10782217421183,366688384912626715893296881727323664480
307,26,125.00002990734657,42536177639147543126679049452825793443,26,124.86109518457958,38630910301738216167253912717816292004,27,128.24063400263702,402047622029201434925864795322458446412
308,26,125.12675237166813,46441444976556870086104186187835294883,26,124.98833037287568,42192625435941030423809238003856091976,27,128.37299422311102,440678532330939651093118708040274738416
309,26,125.25304820319968,50690264517172709748399134371814497791,26,125.11513515794817,46068979716274835339070864110217429048,27,128.50490589861658,482871157766880681516927946044130830392
310,26,125.3789202644247,55311549318070584157727404633411566535,26,125.24151244371774,50286562366356334348985802373828883820,27,128.63637206105895,528940137483155516855998810154348259440
311,26,125.50437138912287,60336536269784833966469006892994249251,26,125.36746510479622,54874108406795859587840647502669413572,27,128.76739571168486,579226699849511851204984612528177143260
312,26,125.6294043827523,65798964132773808345097366283319084931,26,125.49299598688009,59862663716504574095826160912002996624,27,128.897979821495,634100808256307710792825260030846556832
313,26,125.75402202282564,71735264549043042594368571654635173239,26,125.61810790713702,65285762171658298578374872353508494576,27,129.02812733164924,693963471972812284888651420942849553456
314,26,125.87822705927978,78184766926427786610362270955761851903,26,125.74280365458634,71179615701044117200033714996533567003,27,129.15784115386518,759249234144470583467026293296358048032
315,26,126.00202221483961,85189918151811456020690826914990136804,26,125.86708599047293,77583318151657082761282422920097140505,27,129.28712417081016,830428849845514700667060008292891615035
316,26,126.12541018537566,92796518151965829280099230909883133104,26,125.9909576486351,84539063916978062595052571181898953102,27,129.41597923648658,908012167997171783428342431212988755540
317,26,126.24839364025598,101053972386953595965145890637867313107,26,126.11442133586623,92092382342549985713510876510865869874,27,129.54440917661105,992551231914149846023395002394887708642
318,26,126.37097522269231,110015562431357206216780904764868756341,26,126.23747973227057,100292388989489368003070064145395022671,27,129.6724167889871,1084643614256699831736905878905753578516
319,26,126.4931575500805,119738735873225044430491745384342490012,26,126.36013549161319,109192054906645421136448295093450553693,27,129.80000484387196,1184936003246189199739975943051148601187
320,26,126.61494321433551,130285416839804667724535195675234426332,26,126.48239124166419,118848495136484812121304266768381555040,27,129.92717608433708,1294128058152834620876424238144599154880
321,26,126.736334782221,141722338543124523327766124582087297625,26,126.60424958453729,129323277758683473528605659771696539552,27,130.05393322662303,1412976553289319432997728504912980709920
322,26,126.85733479567347,154121399327565573126926589392478055699,26,126.72571309702295,140682754859108373230442643400291505864,27,130.18027896048844,1542299831048002906526334164684677249472
323,26,126.97794577212144,167560043796022773023410535384664605535,26,126.84678433091611,152998416900646479977888800734997159576,27,130.3062159495534,1682982585907111279756776808084968755336
324,26,127.09817020479935,182121670691399066068932270034332051495,26,126.96746581333858,166347272066474696351798561872949931888,27,130.43174683163727,1835981002807757759734665608819965914912
325,26,127.21801056305635,197896069316323435786065978195714171103,26,127.08776004705629,180812252246168148208476697687989056400,27,130.55687421909093,2002328274874232456086464170692915846800
326,26,127.33746929266056,214979886386478723363655258703439285807,26,127.20766951079148,196482647440836054386544678154281441288,27,130.6816006991239,2183140527120400604294940868380904903200
327,26,127.45654881609802,233477125332121392340765839252597130327,26,127.32719665952986,213454570475592657091030264971594788376,27,130.8059288341261,2379623174561236658681485546535186344488
